id,run,version,trial,condition,Stress_duration,total_con_stress_dur,total_noc_stress_dur,rt,Target,First_correct,Feedback,Button_pressed,initial_aversiveness
7,2,5,7,con,6.351014202,77.57,76.89,850.9122548,3,TRUE,Positive,[3],0
7,2,5,8,con,6.267633325,77.57,76.89,767.5536554,2,TRUE,Positive,[2],0
7,2,5,9,bas,4.8185956473,77.57,76.89,818.4823729,3,FALSE,Negative,[2],0
7,2,5,10,con,6.4005909902,77.57,76.89,900.5177394,2,TRUE,Positive,[2],0
7,2,5,11,noc,4.8193545854,77.57,76.89,819.2669866,3,TRUE,Positive,[3],0
7,2,5,12,noc,4.9343469371,77.57,76.89,934.2665123,1,TRUE,Positive,[1],0
7,2,5,13,bas,5.000377581,77.57,76.89,NA,3,FALSE,Negative,[],0
7,2,5,14,noc,7.9799183444,77.57,76.89,979.8987098,1,FALSE,Negative,[1],0
7,2,5,15,noc,4.9338723179,77.57,76.89,933.782076,2,TRUE,Positive,[2],0
7,2,5,16,bas,4.8836970637,77.57,76.89,883.6241905,2,TRUE,Positive,[2],0
7,2,5,17,bas,4.7344350647,77.57,76.89,734.3342504,1,TRUE,Positive,[1],0
7,2,5,18,noc,7.8672337686,77.57,76.89,867.1537214,3,FALSE,Negative,[3],0
7,2,5,19,con,6.367196199,77.57,76.89,867.1135087,1,TRUE,Positive,[1],0
7,2,5,20,noc,7.8973303875,77.57,76.89,897.3088656,2,FALSE,Negative,[2],0
7,2,5,21,con,9.5004227022,77.57,76.89,NA,3,FALSE,Negative,[],0
7,2,5,22,bas,4.8677212261,77.57,76.89,867.6302289,1,TRUE,Positive,[1],0
7,2,5,23,noc,4.8672862523,77.57,76.89,867.223951,3,TRUE,Positive,[3],0
7,2,5,24,con,5.9508899022,77.57,76.89,950.8057018,2,TRUE,Positive,[2],0
7,2,5,25,con,5.7008042857,77.57,76.89,700.7382088,1,TRUE,Positive,[1],0
7,2,5,26,noc,5.0165478736,77.57,76.89,NA,3,TRUE,Positive,[],0
7,2,5,27,con,6.1638305914,77.57,76.89,913.8083141,3,TRUE,Positive,[3],0
7,2,5,28,con,7.6014030161,77.57,76.89,851.2972933,1,TRUE,Positive,[1],0
7,2,5,29,noc,4.7366155963,77.57,76.89,736.5155374,1,TRUE,Positive,[1],0
7,2,5,30,noc,8.0168246403,77.57,76.89,NA,2,FALSE,Negative,[],0
7,3,5,1,noc,7.8692915859,85.79,77.01,869.1730252,3,FALSE,Negative,[3],0
7,3,5,2,con,6.267793797,85.79,77.01,767.7228115,3,TRUE,Positive,[3],0
7,3,5,3,con,8.5007387376,85.79,77.01,NA,1,FALSE,Negative,[],0
7,3,5,4,noc,4.8971989891,85.79,77.01,897.1774671,2,TRUE,Positive,[3],0
7,3,5,5,bas,5.0172165697,85.79,77.01,NA,3,FALSE,Negative,[],0
7,3,5,6,bas,4.8834988335,85.79,77.01,883.4659839,1,TRUE,Positive,[1],0
7,3,5,7,con,5.4693896817,85.79,77.01,969.279428,1,TRUE,Positive,[1],0
7,3,5,8,con,9.00061659,85.79,77.01,NA,3,FALSE,Negative,[],0
7,3,5,9,con,8.4671604424,85.79,77.01,967.08115,2,FALSE,Negative,[1],0
7,3,5,10,noc,7.8799412632,85.79,77.01,879.9208738,2,FALSE,Negative,[2],0
7,3,5,11,noc,4.901081657,85.79,77.01,901.0087838,1,TRUE,Positive,[1],0
7,3,5,12,con,5.3841295824,85.79,77.01,884.0457597,1,TRUE,Positive,[1],0
7,3,5,13,bas,5.0008065137,85.79,77.01,NA,3,FALSE,Negative,[],0
7,3,5,14,noc,4.9469819367,85.79,77.01,946.9611701,2,TRUE,Positive,[2],0
7,3,5,15,noc,8.0168733485,85.79,77.01,NA,3,FALSE,Negative,[],0
7,3,5,16,bas,5.0011157524,85.79,77.01,NA,2,FALSE,Negative,[],0
7,3,5,17,con,8.5175777259,85.79,77.01,NA,3,FALSE,Negative,[],0
7,3,5,18,bas,4.7743759812,85.79,77.01,774.2589307,2,TRUE,Positive,[2],0
7,3,5,19,noc,5.0010708203,85.79,77.01,1000.9968141,1,TRUE,Positive,[1],0
7,3,5,20,noc,7.7178045013,85.79,77.01,717.7274749,1,FALSE,Negative,[1],0
7,3,5,21,noc,8.0006230092,85.79,77.01,NA,3,FALSE,Negative,[],0
7,3,5,22,con,5.2834430267,85.79,77.01,783.3739296,1,TRUE,Positive,[1],0
7,3,5,23,con,5.8512949334,85.79,77.01,851.1933642,3,TRUE,Positive,[3],0
7,3,5,24,con,5.7673676969,85.79,77.01,767.294446,2,TRUE,Positive,[2],0
7,3,5,25,noc,7.8798891571,85.79,77.01,879.8510218,2,FALSE,Negative,[2],0
7,3,5,26,con,6.5167968879,85.79,77.01,766.6949411,2,TRUE,Positive,[2],0
7,3,5,27,noc,4.8996207952,85.79,77.01,899.5411256,1,TRUE,Positive,[1],0
7,3,5,28,con,10.7663391652,85.79,77.01,NA,2,FALSE,Negative,[],0
7,3,5,29,noc,5.0008586193,85.79,77.01,1000.7891445,3,TRUE,Positive,[3],0
7,3,5,30,bas,4.9006591435,85.79,77.01,900.5840048,1,TRUE,Positive,[1],0
7,4,5,1,bas,4.9360181116,79.59,76.84,935.90446,1,TRUE,Positive,[1],0
7,4,5,2,noc,7.6835601525,79.59,76.84,683.4944533,3,FALSE,Negative,[3],0
7,4,5,3,con,6.100766981,79.59,76.84,600.663146,2,TRUE,Positive,[2],0
7,4,5,4,noc,4.897682671,79.59,76.84,897.6615267,3,TRUE,Positive,[2],0
7,4,5,5,con,5.4181715478,79.59,76.84,918.0567632,1,TRUE,Positive,[1],0
7,4,5,6,con,5.88471389,79.59,76.84,884.6202497,1,TRUE,Positive,[1],0
7,4,5,7,noc,8.0004183599,79.59,76.84,NA,2,FALSE,Negative,[],0
7,4,5,8,noc,4.8002142394,79.59,76.84,800.1617556,3,TRUE,Positive,[3],0
7,4,5,9,noc,5.0641480242,79.59,76.84,1064.1280119,2,TRUE,Positive,[2],0
7,4,5,10,con,9.5169003452,79.59,76.84,NA,3,FALSE,Negative,[],0
7,4,5,11,con,5.9180282559,79.59,76.84,917.9206453,3,TRUE,Positive,[3],0
7,4,5,12,noc,7.9346928019,79.59,76.84,934.6040701,1,FALSE,Negative,[1],0
7,4,5,13,con,5.8825016418,79.59,76.84,882.4578421,2,TRUE,Positive,[2],0
7,4,5,14,noc,8.0162756373,79.59,76.84,NA,2,FALSE,Negative,[],0
7,4,5,15,con,5.7510916819,79.59,76.84,750.9927554,2,TRUE,Positive,[2],0
7,4,5,16,bas,4.9342015688,79.59,76.84,934.1162355,3,TRUE,Positive,[3],0
7,4,5,17,noc,7.9133824972,79.59,76.84,913.3628625,1,FALSE,Negative,[1],0
7,4,5,18,noc,8.0168556022,79.59,76.84,NA,2,FALSE,Negative,[],0
7,4,5,19,bas,4.9681593333,79.59,76.84,968.0585191,3,FALSE,Negative,[1],0
7,4,5,20,bas,4.8347651842,79.59,76.84,834.6692789,2,TRUE,Positive,[2],0
7,4,5,21,con,6.3834775002,79.59,76.84,883.4446506,1,TRUE,Positive,[1],0
7,4,5,22,bas,5.0006683189,79.59,76.84,NA,1,FALSE,Negative,[],0
7,4,5,23,noc,4.7504867967,79.59,76.84,750.4143012,1,TRUE,Positive,[1],0
7,4,5,24,noc,4.8642150066,79.59,76.84,864.1897086,1,TRUE,Positive,[1],0
7,4,5,25,noc,4.9002721226,79.59,76.84,900.1777275,3,TRUE,Positive,[3],0
7,4,5,26,bas,4.9184379312,79.59,76.84,918.3171056,2,TRUE,Positive,[2],0
7,4,5,27,con,6.4675973039,79.59,76.84,967.514236,1,TRUE,Positive,[1],0
7,4,5,28,con,6.3848130046,79.59,76.84,884.717477,2,TRUE,Positive,[2],0
7,4,5,29,con,9.7506782301,79.59,76.84,NA,3,FALSE,Negative,[],0
7,4,5,30,con,6.1338219489,79.59,76.84,883.7513411,3,TRUE,Positive,[3],0
8,1,6,1,con,9.200099606,78.97,75.67,700.0641133,3,FALSE,Negative,[1],0
8,1,6,2,bas,4.7333547044,78.97,75.67,733.3165687,2,TRUE,Positive,[2],0
8,1,6,3,con,4.7499282596,78.97,75.67,749.8897463,3,TRUE,Positive,[3],0
8,1,6,4,con,5.1667584189,78.97,75.67,666.7202832,2,TRUE,Positive,[2],0
8,1,6,5,noc,4.7828752517,78.97,75.67,782.8476882,1,TRUE,Positive,[1],0
8,1,6,6,noc,7.767009284,78.97,75.67,766.972281,3,FALSE,Negative,[3],0
8,1,6,7,con,5.618218828,78.97,75.67,618.1085743,2,TRUE,Positive,[2],0
8,1,6,8,con,9.1170992994,78.97,75.67,616.9965972,1,FALSE,Negative,[2],0
8,1,6,9,con,5.79999781,78.97,75.67,799.9604295,2,TRUE,Positive,[2],0
8,1,6,10,noc,7.8966065255,78.97,75.67,896.5857585,3,FALSE,Negative,[3],0
8,1,6,11,con,5.7000618478,78.97,75.67,700.0222018,3,TRUE,Positive,[3],0
8,1,6,12,con,5.499526513,78.97,75.67,499.4910203,1,TRUE,Positive,[1],0
8,1,6,13,noc,7.7496227963,78.97,75.67,749.5918346,1,FALSE,Negative,[1],0
8,1,6,14,noc,5.0470689116,78.97,75.67,NA,2,TRUE,Positive,[],0
8,1,6,15,noc,4.7998101521,78.97,75.67,799.7754146,3,TRUE,Positive,[3],0
8,1,6,16,bas,4.8168624804,78.97,75.67,816.8250998,3,TRUE,Positive,[3],0
8,1,6,17,con,9.5003590799,78.97,75.67,NA,1,FALSE,Negative,[],0
8,1,6,18,con,5.499691516,78.97,75.67,499.6560234,2,TRUE,Positive,[2],0
8,1,6,19,bas,4.816751849,78.97,75.67,816.7118254,1,TRUE,Positive,[1],0
8,1,6,20,noc,7.8799759556,78.97,75.67,879.9551887,2,FALSE,Negative,[2],0
8,1,6,21,noc,4.6999051516,78.97,75.67,699.8685262,3,TRUE,Positive,[3],0
8,1,6,22,con,6.0167721629,78.97,75.67,766.7347823,1,TRUE,Positive,[1],0
8,1,6,23,bas,4.7999993204,78.97,75.67,799.9630726,1,TRUE,Positive,[1],0
8,1,6,24,bas,4.8505676558,78.97,75.67,850.5298976,3,TRUE,Positive,[3],0
8,1,6,25,noc,7.8338661006,78.97,75.67,833.7649088,2,FALSE,Negative,[2],0
8,1,6,26,noc,4.7345346461,78.97,75.67,734.4561092,1,TRUE,Positive,[1],0
8,1,6,27,con,7.1004196439,78.97,75.67,850.380753,3,TRUE,Positive,[3],0
8,1,6,28,noc,7.7836062491,78.97,75.67,783.5688686,2,FALSE,Negative,[2],0
8,1,6,29,bas,4.8333880826,78.97,75.67,833.3488142,2,FALSE,Negative,[3],0
8,1,6,30,noc,4.7000746856,78.97,75.67,700.0380602,1,TRUE,Positive,[1],0
8,2,6,1,bas,4.7340422801,78.52,75.25,734.0056547,2,TRUE,Positive,[2],0
8,2,6,2,con,6.0675081444,78.52,75.25,567.4296075,1,TRUE,Positive,[1],0
8,2,6,3,con,5.0499343764,78.52,75.25,549.9034147,3,TRUE,Positive,[3],0
8,2,6,4,con,8.7508235049,78.52,75.25,750.7547851,2,FALSE,Negative,[1],0
8,2,6,5,noc,4.7998917097,78.52,75.25,799.8562171,2,TRUE,Positive,[2],0
8,2,6,6,noc,5.0163451184,78.52,75.25,NA,1,TRUE,Positive,[],0
8,2,6,7,con,5.8017845249,78.52,75.25,801.7108965,3,TRUE,Positive,[3],0
8,2,6,8,con,5.5496787538,78.52,75.25,549.6462818,2,TRUE,Positive,[2],0
8,2,6,9,bas,4.9666452201,78.52,75.25,966.6070843,3,TRUE,Positive,[3],0
8,2,6,10,con,5.767392529,78.52,75.25,767.3151248,2,TRUE,Positive,[2],0
8,2,6,11,noc,8.030699628,78.52,75.25,NA,3,FALSE,Negative,[],0
8,2,6,12,noc,4.6835815553,78.52,75.25,683.5449299,1,TRUE,Positive,[1],0
8,2,6,13,bas,4.7843980372,78.52,75.25,784.3070401,3,TRUE,Positive,[3],0
8,2,6,14,noc,7.6996793579,78.52,75.25,699.6431101,1,FALSE,Negative,[1],0
8,2,6,15,noc,4.6834233487,78.52,75.25,683.3867233,2,TRUE,Positive,[2],0
8,2,6,16,bas,4.8682244917,78.52,75.25,868.1176362,2,FALSE,Negative,[3],0
8,2,6,17,bas,4.5666329109,78.52,75.25,566.5943976,1,TRUE,Positive,[1],0
8,2,6,18,noc,4.6999980366,78.52,75.25,699.9663197,3,TRUE,Positive,[3],0
8,2,6,19,con,6.2976224459,78.52,75.25,797.5994134,1,TRUE,Positive,[1],0
8,2,6,20,noc,4.8003202645,78.52,75.25,800.2375742,2,TRUE,Positive,[2],0
8,2,6,21,con,6.0685770772,78.52,75.25,568.4653131,3,TRUE,Positive,[3],0
8,2,6,22,bas,5.017482771,78.52,75.25,1017.3993255,1,TRUE,Positive,[1],0
8,2,6,23,noc,7.4997976164,78.52,75.25,499.7651444,3,FALSE,Negative,[3],0
8,2,6,24,con,6.0641529567,78.52,75.25,564.1299242,2,TRUE,Positive,[2],0
8,2,6,25,con,6.2838218481,78.52,75.25,783.7508628,1,TRUE,Positive,[1],0
8,2,6,26,noc,7.8337596227,78.52,75.25,833.6943011,3,FALSE,Negative,[3],0
8,2,6,27,con,6.5011587971,78.52,75.25,751.121039,3,TRUE,Positive,[3],0
8,2,6,28,con,10.3175927227,78.52,75.25,567.5576076,1,FALSE,Negative,[2],0
8,2,6,29,noc,7.6844696266,78.52,75.25,684.3948655,1,FALSE,Negative,[1],0
8,2,6,30,noc,7.8166204507,78.52,75.25,816.5860908,2,FALSE,Negative,[2],0
8,3,6,1,noc,7.7658648349,75,75.64,765.8384042,3,FALSE,Negative,[3],0
8,3,6,2,con,6.3833696567,75,75.64,883.3334089,3,TRUE,Positive,[3],0
8,3,6,3,con,5.16734367,75,75.64,667.2658882,1,TRUE,Positive,[1],0
8,3,6,4,noc,7.9513180609,75,75.64,951.244055,2,FALSE,Negative,[2],0
8,3,6,5,bas,4.8176520029,75,75.64,817.6153775,3,TRUE,Positive,[3],0
8,3,6,6,bas,4.7177462472,75,75.64,717.6492088,1,TRUE,Positive,[1],0
8,3,6,7,con,5.6839946293,75,75.64,683.9123166,1,TRUE,Positive,[1],0
8,3,6,8,con,6.3180284515,75,75.64,817.9533128,3,TRUE,Positive,[3],0
8,3,6,9,con,6.200668621,75,75.64,700.587441,2,TRUE,Positive,[2],0
8,3,6,10,noc,7.8515588068,75,75.64,851.4674321,2,FALSE,Negative,[2],0
8,3,6,11,noc,4.6833523634,75,75.64,683.3214018,1,TRUE,Positive,[1],0
8,3,6,12,con,6.2808597225,75,75.64,780.8212092,1,TRUE,Positive,[1],0
8,3,6,13,bas,5.0208406018,75,75.64,NA,3,FALSE,Negative,[],0
8,3,6,14,noc,4.7842432288,75,75.64,784.1726211,2,TRUE,Positive,[2],0
8,3,6,15,noc,4.7502257936,75,75.64,750.1914337,3,TRUE,Positive,[3],0
8,3,6,16,bas,4.6831050476,75,75.64,683.0654016,2,TRUE,Positive,[2],0
8,3,6,17,con,6.1423908299,75,75.64,642.3602458,3,TRUE,Positive,[3],0
8,3,6,18,bas,4.8661561012,75,75.64,866.1179655,2,TRUE,Positive,[2],0
8,3,6,19,noc,4.8003229076,75,75.64,800.2874149,1,TRUE,Positive,[2],0
8,3,6,20,noc,4.6335440993,75,75.64,633.5104945,1,TRUE,Positive,[1],0
8,3,6,21,noc,7.850146275,75,75.64,850.1092721,3,FALSE,Negative,[3],0
8,3,6,22,con,6.2467056029,75,75.64,746.6821928,1,TRUE,Positive,[1],0
8,3,6,23,con,6.3830517332,75,75.64,883.0188836,3,TRUE,Positive,[3],0
8,3,6,24,con,6.263100562,75,75.64,763.0782847,2,TRUE,Positive,[2],0
8,3,6,25,noc,4.818193077,75,75.64,818.1575843,2,TRUE,Positive,[2],0
8,3,6,26,con,6.4848922156,75,75.64,734.7762982,2,TRUE,Positive,[2],0
8,3,6,27,noc,7.8169961441,75,75.64,816.9602739,1,FALSE,Negative,[1],0
8,3,6,28,con,7.4496147915,75,75.64,699.5759006,2,TRUE,Positive,[2],0
8,3,6,29,noc,7.9339957621,75,75.64,933.9610246,3,FALSE,Negative,[3],0
8,3,6,30,bas,5.0004379943,75,75.64,NA,1,FALSE,Negative,[],0
8,4,6,1,bas,4.8009855628,75.62,74.8,800.9496926,1,TRUE,Positive,[1],0
8,4,6,2,noc,7.9332738265,75.62,74.8,933.2394666,3,FALSE,Negative,[3],0
8,4,6,3,con,6.4002196013,75.62,74.8,900.1807104,2,TRUE,Positive,[2],0
8,4,6,4,noc,7.7997323704,75.62,74.8,799.6949898,3,FALSE,Negative,[3],0
8,4,6,5,con,5.2331628931,75.62,74.8,733.1232471,1,TRUE,Positive,[1],0
8,4,6,6,con,5.7167112968,75.62,74.8,716.6720283,1,TRUE,Positive,[1],0
8,4,6,7,noc,7.7503477524,75.62,74.8,750.3115046,2,FALSE,Negative,[2],0
8,4,6,8,noc,4.8177177021,75.62,74.8,817.6270825,3,TRUE,Positive,[1],0
8,4,6,9,noc,7.7330477308,75.62,74.8,733.011483,2,FALSE,Negative,[2],0
8,4,6,10,con,6.3131667142,75.62,74.8,813.144437,3,TRUE,Positive,[3],0
8,4,6,11,con,6.349902735,75.62,74.8,849.8642218,3,TRUE,Positive,[3],0
8,4,6,12,noc,4.552017115,75.62,74.8,551.9140353,1,TRUE,Positive,[1],0
8,4,6,13,con,6.3170811,75.62,74.8,816.9972769,2,TRUE,Positive,[2],0
8,4,6,14,noc,4.5846299476,75.62,74.8,584.5374402,2,TRUE,Positive,[3],0
8,4,6,15,con,6.3495130711,75.62,74.8,849.4745578,2,TRUE,Positive,[2],0
8,4,6,16,bas,4.7842228394,75.62,74.8,784.1088099,3,TRUE,Positive,[3],0
8,4,6,17,noc,7.6852145946,75.62,74.8,685.1432317,1,FALSE,Negative,[1],0
8,4,6,18,noc,5.0061236141,75.62,74.8,NA,2,TRUE,Positive,[],0
8,4,6,19,bas,5.0005002953,75.62,74.8,NA,3,FALSE,Negative,[],0
8,4,6,20,bas,4.6503223034,75.62,74.8,650.2845453,2,TRUE,Positive,[2],0
8,4,6,21,con,6.2666222631,75.62,74.8,766.5856377,1,TRUE,Positive,[1],0
8,4,6,22,bas,5.0167578148,75.62,74.8,NA,1,FALSE,Negative,[],0
8,4,6,23,noc,7.666967599,75.62,74.8,666.9177582,1,FALSE,Negative,[1],0
8,4,6,24,noc,4.7333849109,75.62,74.8,733.3547045,1,TRUE,Positive,[2],0
8,4,6,25,noc,4.5335012815,75.62,74.8,533.4642786,3,TRUE,Positive,[1],0
8,4,6,26,bas,4.7002585677,75.62,74.8,700.2226975,2,FALSE,Negative,[1],0
8,4,6,27,con,6.2672135555,75.62,74.8,767.1342634,1,TRUE,Positive,[1],0
8,4,6,28,con,6.1336626598,75.62,74.8,633.6241465,2,TRUE,Positive,[2],0
8,4,6,29,con,6.6020692968,75.62,74.8,851.9582879,3,TRUE,Positive,[3],0
8,4,6,30,con,7.6668203423,75.62,74.8,916.781829,3,TRUE,Positive,[3],0
9,1,4,1,con,6.3523122831,77.25,75.32,852.2024073,3,TRUE,Positive,[3],70
9,1,4,2,bas,4.784633462,77.25,75.32,784.5337808,2,TRUE,Positive,[2],70
9,1,4,3,con,5.297096445,77.25,75.32,797.0737902,3,TRUE,Positive,[3],70
9,1,4,4,con,5.7002608702,77.25,75.32,700.2238674,2,TRUE,Positive,[2],70
9,1,4,5,noc,7.8332552371,77.25,75.32,833.2189894,1,FALSE,Negative,[1],70
9,1,4,6,noc,4.7666123077,77.25,75.32,766.5768152,3,TRUE,Positive,[3],70
9,1,4,7,con,6.0667010768,77.25,75.32,566.6625637,2,TRUE,Positive,[2],70
9,1,4,8,con,6.4670245876,77.25,75.32,966.9653075,1,TRUE,Positive,[1],70
9,1,4,9,con,6.2522595351,77.25,75.32,752.1779778,2,TRUE,Positive,[2],70
9,1,4,10,noc,4.8010778408,77.25,75.32,801.0110091,3,TRUE,Positive,[3],70
9,1,4,11,con,9.5009180866,77.25,75.32,NA,3,FALSE,Negative,[],70
9,1,4,12,con,5.9802317814,77.25,75.32,980.2095042,1,TRUE,Positive,[1],70
9,1,4,13,noc,7.7857877251,77.25,75.32,785.7020143,1,FALSE,Negative,[1],70
9,1,4,14,noc,7.7502374037,77.25,75.32,750.2015335,2,FALSE,Negative,[2],70
9,1,4,15,noc,8.016130232,77.25,75.32,NA,3,FALSE,Negative,[],70
9,1,4,16,bas,5.000855597,77.25,75.32,1000.8182166,3,TRUE,Positive,[3],70
9,1,4,17,con,5.8963428701,77.25,75.32,896.3209704,1,TRUE,Positive,[1],70
9,1,4,18,con,5.799654363,77.25,75.32,799.6173601,2,TRUE,Positive,[2],70
9,1,4,19,bas,5.0004085419,77.25,75.32,NA,1,FALSE,Negative,[],70
9,1,4,20,noc,4.768277437,77.25,75.32,768.1728472,2,TRUE,Positive,[2],70
9,1,4,21,noc,4.7832043204,77.25,75.32,783.1684503,3,TRUE,Positive,[3],70
9,1,4,22,con,6.4353595679,77.25,75.32,685.3293614,1,TRUE,Positive,[1],70
9,1,4,23,bas,4.9009799343,77.25,75.32,900.9417986,1,TRUE,Positive,[1],70
9,1,4,24,bas,5.016588237,77.25,75.32,NA,3,FALSE,Negative,[],70
9,1,4,25,noc,4.5332869161,77.25,75.32,533.2518012,2,TRUE,Positive,[2],70
9,1,4,26,noc,7.7669037997,77.25,75.32,766.8671744,1,FALSE,Negative,[1],70
9,1,4,27,con,7.5016807988,77.25,75.32,751.5697902,3,TRUE,Positive,[3],70
9,1,4,28,noc,4.6165951089,77.25,75.32,616.5599939,2,TRUE,Positive,[2],70
9,1,4,29,bas,4.7661305151,77.25,75.32,766.0893589,2,TRUE,Positive,[2],70
9,1,4,30,noc,7.9003203014,77.25,75.32,900.2840537,1,FALSE,Negative,[1],70
9,2,4,1,bas,4.7017542005,77.2,75.77,701.674531,2,TRUE,Positive,[2],0
9,2,4,2,con,6.2832226331,77.2,75.77,783.1841198,1,TRUE,Positive,[1],0
9,2,4,3,con,5.2135405595,77.2,75.77,713.5182823,3,TRUE,Positive,[3],0
9,2,4,4,con,5.8993317961,77.2,75.77,899.3095189,2,TRUE,Positive,[2],0
9,2,4,5,noc,7.6835132944,77.2,75.77,683.4774243,2,FALSE,Negative,[2],0
9,2,4,6,noc,8.0161774295,77.2,75.77,NA,1,FALSE,Negative,[],0
9,2,4,7,con,6.1347961802,77.2,75.77,634.6440153,3,TRUE,Positive,[3],0
9,2,4,8,con,6.2177343443,77.2,75.77,717.6520318,2,TRUE,Positive,[2],0
9,2,4,9,bas,4.7674501584,77.2,75.77,767.3769079,3,TRUE,Positive,[3],0
9,2,4,10,con,6.2837044256,77.2,75.77,783.6662899,2,TRUE,Positive,[2],0
9,2,4,11,noc,7.8685525797,77.2,75.77,868.4495003,3,FALSE,Negative,[3],0
9,2,4,12,noc,4.8669520167,77.2,75.77,866.9161466,1,TRUE,Positive,[1],0
9,2,4,13,bas,4.934646885,77.2,75.77,934.566838,3,TRUE,Positive,[3],0
9,2,4,14,noc,4.9182878393,77.2,75.77,918.1840047,1,TRUE,Positive,[1],0
9,2,4,15,noc,4.9164252355,77.2,75.77,916.3893654,2,TRUE,Positive,[2],0
9,2,4,16,bas,4.6682209132,77.2,75.77,668.1306715,2,TRUE,Positive,[2],0
9,2,4,17,bas,4.9829616873,77.2,75.77,982.9231741,1,TRUE,Positive,[1],0
9,2,4,18,noc,4.9498645053,77.2,75.77,949.8297679,3,TRUE,Positive,[3],0
9,2,4,19,con,6.4173912748,77.2,75.77,917.302921,1,TRUE,Positive,[1],0
9,2,4,20,noc,4.7171530593,77.2,75.77,717.1194547,2,TRUE,Positive,[2],0
9,2,4,21,con,9.5012224164,77.2,75.77,NA,3,FALSE,Negative,[],0
9,2,4,22,bas,4.9167091759,77.2,75.77,916.6687748,1,FALSE,Negative,[2],0
9,2,4,23,noc,7.6003870954,77.2,75.77,600.3512252,3,FALSE,Negative,[3],0
9,2,4,24,con,5.8012892858,77.2,75.77,801.1846961,2,TRUE,Positive,[2],0
9,2,4,25,con,5.8665498937,77.2,75.77,866.513646,1,TRUE,Positive,[1],0
9,2,4,26,noc,4.5685355508,77.2,75.77,568.4313387,3,TRUE,Positive,[3],0
9,2,4,27,con,6.0165633166,77.2,75.77,766.5248035,3,TRUE,Positive,[3],0
9,2,4,28,con,7.5667737611,77.2,75.77,816.7371358,1,TRUE,Positive,[1],0
9,2,4,29,noc,7.913976627,77.2,75.77,913.9562377,1,FALSE,Negative,[1],0
9,2,4,30,noc,7.7501720822,77.2,75.77,750.1362121,2,FALSE,Negative,[2],0
9,3,4,1,noc,7.6016251813,76.48,75.89,601.5640132,3,FALSE,Negative,[3],0
9,3,4,2,con,6.1663943683,76.48,75.89,666.3645395,3,TRUE,Positive,[3],0
9,3,4,3,con,5.1676603952,76.48,75.89,667.5856343,1,TRUE,Positive,[1],0
9,3,4,4,noc,4.733037109,76.48,75.89,733.0087904,2,TRUE,Positive,[2],0
9,3,4,5,bas,5.0164572165,76.48,75.89,NA,3,FALSE,Negative,[],0
9,3,4,6,bas,4.7351553346,76.48,75.89,735.0556534,1,TRUE,Positive,[1],0
9,3,4,7,con,5.784668577,76.48,75.89,784.5598339,1,TRUE,Positive,[1],0
9,3,4,8,con,6.1842603371,76.48,75.89,684.1636766,3,TRUE,Positive,[3],0
9,3,4,9,con,6.134332134,76.48,75.89,634.2490664,2,TRUE,Positive,[2],0
9,3,4,10,noc,7.7017572211,76.48,75.89,701.6560296,2,FALSE,Negative,[2],0
9,3,4,11,noc,7.9184332078,76.48,75.89,918.3308835,1,FALSE,Negative,[1],0
9,3,4,12,con,6.433172245,76.48,75.89,933.1424161,1,TRUE,Positive,[1],0
9,3,4,13,bas,5.0169386315,76.48,75.89,NA,3,FALSE,Negative,[],0
9,3,4,14,noc,4.7169676675,76.48,75.89,716.9370834,2,TRUE,Positive,[2],0
9,3,4,15,noc,7.8332295617,76.48,75.89,833.2001104,3,FALSE,Negative,[3],0
9,3,4,16,bas,4.6667222969,76.48,75.89,666.6830285,2,TRUE,Positive,[2],0
9,3,4,17,con,6.2180401844,76.48,75.89,717.9420135,3,TRUE,Positive,[3],0
9,3,4,18,bas,4.7000362099,76.48,75.89,699.996564,2,TRUE,Positive,[2],0
9,3,4,19,noc,8.0162623851,76.48,75.89,NA,1,FALSE,Negative,[],0
9,3,4,20,noc,4.9180076747,76.48,75.89,917.9385775,1,TRUE,Positive,[1],0
9,3,4,21,noc,4.9013280633,76.48,75.89,901.2457508,3,TRUE,Positive,[3],0
9,3,4,22,con,6.3342899961,76.48,75.89,834.2597896,1,TRUE,Positive,[1],0
9,3,4,23,con,9.4004779411,76.48,75.89,900.366555,3,FALSE,Negative,[2],0
9,3,4,24,con,5.7672081295,76.48,75.89,767.1333686,2,TRUE,Positive,[2],0
9,3,4,25,noc,4.8178711039,76.48,75.89,817.7982309,2,TRUE,Positive,[2],0
9,3,4,26,con,5.9676353239,76.48,75.89,717.6017192,2,TRUE,Positive,[2],0
9,3,4,27,noc,4.7665133817,76.48,75.89,766.4846855,1,TRUE,Positive,[1],0
9,3,4,28,con,6.9174718882,76.48,75.89,667.3986376,2,TRUE,Positive,[2],0
9,3,4,29,noc,7.9662816983,76.48,75.89,966.2511143,3,FALSE,Negative,[3],0
9,3,4,30,bas,4.8666420233,76.48,75.89,866.5801001,1,TRUE,Positive,[1],0
9,4,4,1,bas,4.9668427827,78.49,75.47,966.806535,1,TRUE,Positive,[1],0
9,4,4,2,noc,7.8859069272,78.49,75.47,885.8234819,3,FALSE,Negative,[3],0
9,4,4,3,con,6.2504981229,78.49,75.47,750.465651,2,TRUE,Positive,[2],0
9,4,4,4,noc,4.9002149565,78.49,75.47,900.1817294,3,TRUE,Positive,[3],0
